ID,Location,Date,Time,Replicate,Collecter,Type,Comment,"This cell checks to make sure the ID and the Sample Name match - If its blank, its good!",Analyzed on Machine,Sample Name,Processed Delta 2H,Processed Delta 2H StDev,Processed Delta 18O,Processed Delta 18O StDev,Processed Delta 17O,Processed Delta 17O StDev,Comments,,
455,Tan Brook Down,2/18/2023,4:03:00 PM,1,"TN, ER",Stream,,,11/30/2023,455,-43.411517,2.91E-01,-7.790237,4.90E-02,-4.46E+00,5.07E-02,,,
471,Tan Brook Down,3/11/2023,1:45:00 PM,1,"TN, JB, CL",Stream,,,12/1/2023,471,-53.097272,7.18E-01,-8.43891,1.44E-01,-4.37E+00,9.50E-02,1 fvol,,
493,Tan Brook Down,4/22/2023,2:50:00 PM,1,"TN, JB, CDG",Stream,,,12/4/2023,493,-46.219055,8.02E-01,-7.933809,1.13E-01,-4.152161,3.80E-02,4 2Hck,,
516,Tan Brook Down,5/21/2023,2:20:00 PM,1,"TN, NO",Stream,,,2/1/2024,516,-36.578764,4.02E-01,-6.200703,8.62E-02,-3.190601,3.10E-02,,,
530,Tan Brook Down,6/14/2023,10:00:00 AM,1,CDG,Stream,,,2/6/2024,530,-51.289093,1.92E-01,-7.982753,5.05E-02,-4.207701,6.00E-02,,,
563,Tan Brook Down,7/28/2023,5:28:00 PM,1,"TN, S",Stream,,,2/7/2024,563,-46.743707,3.95E-01,-7.516062,4.24E-02,-3.791938,2.45E-02,1 fvol,,
576,Tan Brook Down,8/29/2023,4:12:00 PM,1,"TN, S",Stream,,,2/8/2024,576,-45.454796,2.99E-01,-7.477074,6.35E-02,-3.909731,7.26E-02,2 fvol,,
589,Tan Brook Down,9/22/2023,3:35:00 PM,1,"TN, TH",Stream,,,2/8/2024,589,-46.693581,7.07E-02,-7.657664,3.33E-02,-3.777894,3.31E-03,,,
651,Tan Brook Down,10/21/2023,4:20:00 PM,1,"TN, BD",Stream,,,2/15/2024,651,-66.798243,6.21E-01,-10.233924,1.02E-01,-7.128948,1.95E-02,,,
664,Tan Brook Down,11/19/2023,3:02:00 PM,1,"TN, RV",Stream,,,2/20/2024,664,-48.127411,7.63E-01,-7.232126,1.38E-01,-5.425496,4.99E-02,,,
677,Tan Brook Down,12/6/2023,1:56:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,677,-51.733916,4.01E-01,-8.455267,3.94E-02,-5.465578,6.76E-02,,,
690,Tan Brook Down,1/26/2024,1:32:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,690,-74.472052,4.51E-01,-10.594828,6.51E-02,-6.0277,7.48E-02,,,
778,Tan Brook Down,2/24/2024,1:30:00 PM,1,"TN, TH, BD",Stream,,,3/5/2024,778,-75.035488,4.77E-01,-9.113259,1.04E-01,-5.136068,6.12E-02,,,
826,Tan Brook Down,3/16/2024,9:15:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,826,-59.347632,1.96E-01,-8.557401,5.11E-02,-4.633217,3.09E-02,,,
839,Tan Brook Down,4/21/2024,9:20:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,839,-56.275582,7.75E-01,-7.973057,3.19E-02,-4.312908,3.23E-02,,,
859,Tan Brook Down,5/4/2024,8:54:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,859,-56.407402,2.13E-01,-8.136398,3.53E-02,-3.991759,9.30E-03,2 fvol,,
940,Tan Brook Down,6/4/2024,9:05:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,940,-58.318163,2.32E-01,-8.790216,4.12E-02,-4.590736,4.99E-02,1 fvol,,
1104,Tan Brook Down,7/2/2024,8:47:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1104,-43.455224,2.34E-01,-6.728636,6.47E-02,-3.654276,2.23E-02,,,
1283,Tan Brook Down,8/7/2024,9:22:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1283,-49.87717,7.53E-01,-7.721394,9.94E-02,-3.705758,8.63E-02,,,
1470,Tan Brook Down,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1470,-51.000294,4.35E-01,-6.742787,1.17E-01,-3.472801,5.06E-02,,,
14,Tan Brook Down ,6/15/2021,-,4,CO,Surface,,,7/19/2022,14,-47.671271,1.31E-01,-7.706817,3.13E-02,-4.04E+00,3.06E-02,,,
1,Tan Brook Up,6/3/2021,10:45:00 AM,1,CO,Surface,,,7/7/2022,1,-55.558532,1.24E-01,-8.533444,6.73E-02,-4.49E+00,3.92E-02,,,
2,Tan Brook Up,6/3/2021,11:00:00 AM,2,CO,Surface,,,7/7/2022,2,-53.819837,2.70E+00,-8.286339,2.35E-01,-4.32E+00,1.19E-01,,,
4,Tan Brook Up,6/8/2021,-,1,CO,Surface,,,7/7/2022,4,-25.959682,1.10E-01,-3.479024,3.53E-02,-1.81E+00,3.15E-02,,,
8,Tan Brook Up,6/10/2021,-,1,CO,Surface,,,7/19/2022,8,-53.330502,8.55E-01,-8.329719,1.11E-01,-4.40E+00,4.64E-02,"3-2Hchk warnings, 1 rejected (svol). 2 samples redone on 7/20/2022 as '8 perforated' and '8 redo'. '8 perforated' is the same sample in the same vial analyzed on 7/19/2022. '8 redo' is in a new vial.",,
11,Tan Brook Up,6/15/2021,-,1,CO,Surface,,,7/19/2022,11,-52.358986,1.21E-01,-8.030864,1.65E-02,-4.18E+00,2.78E-02,,,
15,Tan Brook Up,6/16/2021,-,1,CO,Surface,,,7/20/2022,15,-54.051883,1.44E-01,-8.268682,5.47E-02,-4.40E+00,4.31E-02,,,
20,Tan Brook Up,6/22/2021,-,1,CO,Surface,,,7/20/2022,20,-56.122052,3.46E-01,-8.577256,3.30E-02,-4.45E+00,6.78E-02,,,
24,Tan Brook Up,6/23/2021,-,1,CO,Surface,,,7/20/2022,24,-57.055905,7.88E-01,-8.750808,9.95E-02,-4.59E+00,3.47E-02,,,
28,Tan Brook Up,6/24/2021,-,1,CO,Surface,,,7/25/2022,28,-55.847788,1.08E-01,-8.46989,4.50E-02,-4.35E+00,1.95E-02,,,
32,Tan Brook Up,6/29/2021,-,1,CO,Surface,,,8/8/2022,32,-54.177302,6.47E-01,-8.42584,7.72E-02,-4.40E+00,4.57E-02,,,
36,Tan Brook Up,6/30/2021,-,1,CO,Surface,,,8/8/2022,36,-52.278396,1.33E-01,-8.107372,3.80E-02,-4.27E+00,2.70E-02,,,
40,Tan Brook Up,7/7/2021,-,1,CO,Surface,,,8/10/2022,40,-53.776106,1.22E+00,-8.068654,9.95E-02,-4.30E+00,5.16E-02,,,
44,Tan Brook Up,7/8/2021,-,1,CO,Surface,,,8/10/2022,44,-54.451433,4.37E-01,-7.834692,6.88E-02,-4.17E+00,4.10E-02,,,
48,Tan Brook Up,7/13/2021,-,1,CO,Surface,,,10/25/2022,48,-52.151009,5.89E-02,-8.13745,4.58E-02,-4.25E+00,5.02E-02,,,
52,Tan Brook Up,7/14/2021,-,1,CO,Surface,,,10/25/2022,52,-49.99155,1.86E-01,-7.735789,1.76E-02,-4.06E+00,7.44E-03,2 spectral contamination,,
155,Tan Brook Up,7/22/2021,-,1,CDG,Surface,,,9/20/2023,155,-65.455973,4.98E-01,-8.647166,1.11E-02,-4.54E+00,3.49E-02,Block Standardization,,
56,Tan Brook Up,7/22/2021,-,1,CO,Surface,,,11/1/2022,56,-52.589545,6.90E-01,-8.244792,8.28E-02,-4.29E+00,7.64E-02,"Linear Spline Fit , 1 pressurre rejection",,
68,Tan Brook Up,7/29/2021,-,1,CO,Surface,,,2/22/2024,68,-24.298163,1.44E-01,-8.50837,4.99E-02,-4.68E+00,4.06E-02,,,
170,Tan Brook Up,11/20/2021,-,1,AKS,Stream,,,9/25/2023,170,-10.516604,8.40E-01,-8.116796,1.13E-01,-4.22E+00,8.46E-02,Block Standardization,,
276,Tan Brook Up,2/12/2022,4:36:00 PM,1,"AKS, TN",Stream,,,11/3/2023,276,-21.057366,2.59E-01,-8.89618,3.74E-02,-4.68E+00,7.23E-02,"Block Standardization, 4 intf",,
288,Tan Brook Up,3/5/2022,4:49:00 PM,1,"AKS, TN",Stream,,,3/12/2024,288,-2.266259,8.58E-01,-8.576374,7.81E-02,-4.82E+00,5.17E-02,4 2Hck,,
301,Tan Brook Up,4/2/2022,5:44:00 PM,1,"AKS, TN",Stream,,,11/10/2023,301,-51.329609,8.52E-01,-8.541208,7.05E-03,-4.55E+00,7.44E-03,"Block Standardization, 2 fvol, 2 2Hck",,
314,Tan Brook Up,5/27/2022,4:05:00 PM,1,"TN, CDG",Stream,,,11/15/2023,314,-44.368561,2.10E-01,-8.637581,6.19E-02,-4.38E+00,2.81E-02,,,
343,Tan Brook Up,7/21/2022,2:39:00 PM,1,"TN, JB",Stream,,,11/17/2023,343,-42.236373,4.78E-01,-6.356748,8.48E-02,NaN,5.58E-02,,,
354,Tan Brook Up,9/12/2022,1:26:00 PM,1,"TN, JB",Stream,,,11/20/2023,354,-12.962214,9.84E-01,-7.284444,1.52E-01,-3.70E+00,2.05E-02,"2 fvol, 2 2Hck",,
393,Tan Brook Up,10/17/2022,3:13:00 PM,1,"TN, JB",Stream,,,11/28/2023,393,-28.458721,1.72E-01,-7.72111,8.50E-02,-4.30E+00,6.71E-02,1 fvol,,
418,Tan Brook Up,12/12/2022,3:35:00 PM,1,"TN, ER, JB",Stream,,,11/29/2023,418,-47.678399,6.17E-01,-8.889883,1.57E-01,-4.95E+00,9.69E-02,,,
437,Tan Brook Up,1/30/2023,2:04:00 PM,1,"TN, JB",Stream,,,11/30/2023,437,-45.021892,3.97E-01,-8.301064,5.92E-02,-4.70E+00,3.61E-02,,,
472,Tan Brook Up,3/11/2023,2:24:00 PM,1,"TN, JB, CL",Stream,,,12/1/2023,472,-53.117093,3.14E-01,-8.467898,2.84E-02,-4.37E+00,4.36E-02,1 svol,,
494,Tan Brook Up,4/22/2023,3:25:00 PM,1,"TN, JB, CDG",Stream,,,12/4/2023,494,-51.920567,6.20E-01,-8.323799,8.14E-02,-4.364877,8.60E-02,,,
517,Tan Brook Up,5/21/2023,2:46:00 PM,1,"TN, NO",Stream,,,2/1/2024,517,-44.52903,1.48E-01,-7.656229,5.04E-02,-3.942915,9.93E-02,,,
531,Tan Brook Up,6/14/2023,10:00:00 AM,1,CDG,Stream,,,2/6/2024,531,-50.778257,4.72E-01,-8.250019,6.43E-02,-4.324703,5.90E-02,,,
564,Tan Brook Up,7/28/2023,5:57:00 PM,1,"TN, S",Stream,,,2/7/2024,564,-48.443432,4.10E-01,-8.026455,5.38E-02,-3.969955,3.09E-02,,,
577,Tan Brook Up,8/29/2023,4:27:00 PM,1,"TN, S",Stream,,,2/8/2024,577,-50.264585,4.65E-01,-7.957762,6.67E-02,-4.091435,1.07E-01,,,
590,Tan Brook Up,9/22/2023,4:02:00 PM,1,"TN, TH",Stream,,,2/8/2024,590,-46.706795,5.14E-01,-7.872779,5.94E-02,-3.897436,5.01E-02,,,
652,Tan Brook Up,10/21/2023,4:48:00 PM,1,"TN, BD",Stream,,,2/15/2024,652,-104.87138,2.22E-01,-14.330266,6.70E-02,-8.542417,9.30E-03,2 fvol,,
665,Tan Brook Up,11/19/2023,3:22:00 PM,1,"TN, RV",Stream,,,2/20/2024,665,-47.997914,2.61E-01,-7.306936,1.00E-01,-5.455802,3.90E-02,,,
678,Tan Brook Up,12/6/2023,2:23:00 PM,1,"TN, TH, RV, BD",Stream,,,2/22/2024,678,-50.605562,2.81E-01,-8.194861,6.11E-02,-4.28897,9.06E-02,4 fvol,,
691,Tan Brook Up,1/26/2024,1:51:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,691,-62.276628,0.00E+00,-9.022575,0.00E+00,-4.712823,0.00E+00,"2 fvol, svol",,
779,Tan Brook Up,2/24/2024,1:51:00 PM,1,"TN, TH, BD",Stream,,,3/5/2024,779,-74.450422,4.32E-01,-8.864386,6.03E-02,-5.030306,6.67E-02,,,
827,Tan Brook Up,3/16/2024,9:28:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,827,-59.354293,2.74E-01,-8.684992,6.06E-02,-4.625013,2.14E-02,,,
840,Tan Brook Up,4/21/2024,9:32:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,840,-59.08297,6.32E-01,-8.521629,9.78E-02,-4.559559,6.61E-02,,,
860,Tan Brook Up,5/4/2024,8:52:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,860,-60.436348,9.20E-01,-8.683725,9.24E-02,-4.363625,5.98E-02,"3 2Hck, 1 fvol",,
941,Tan Brook Up,6/4/2024,9:55:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,941,-53.080409,1.98E-01,-8.397643,5.05E-02,-4.447352,6.70E-02,,,
1105,Tan Brook Up,7/2/2024,9:41:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1105,-48.111466,2.12E-01,-7.712367,6.69E-02,-4.118099,3.98E-02,,,
1284,Tan Brook Up,8/7/2024,10:17:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1284,-53.437116,5.80E-01,-8.388102,7.09E-02,-4.007675,5.52E-02,,,
1459,Tan Brook Down,11/16/2024,2:02:00 PM,1,"RV, RC",Stream,,,12/3/2024,1459,-50.612693,3.38E-01,-6.804685,2.46E-02,-3.409002,6.54E-03,,,
1460,Tan Brook Down,11/16/2024,2:03:00 PM,1,"RV, RC",Stream,,,12/3/2024,1460,-50.853399,4.51E-01,-6.745258,4.67E-02,-3.412228,3.88E-02,,,
1484,Ted Creek,4/28/2024,12:00:00 PM,6A,Anton Schreder/Bahar,Stream,,,11/21/2024,1484,-64.936472,2.86E-01,-9.5912,5.23E-02,-4.980027,2.89E-02,,,
1503,Ted Creek,6/30/2024,,6C,Anton Schreder ,Stream,,,11/21/2024,1503,-63.233088,1.61E-01,-9.222658,3.25E-02,-4.712371,2.96E-02,,,
1511,Ted Creek,7/28/2024,,6D,Anton Schreder,Stream,,,11/22/2024,1511,-66.33208,6.06E-02,-8.996794,5.31E-02,-4.624415,3.56E-02,,,
1518,Ted Creek,9/1/2024,11:12:00 AM,6E,Anton Schreder,Stream,,,11/22/2024,1518,-63.3558,3.11E-01,-8.485106,9.28E-02,-4.373809,2.47E-02,,,
1494,Ted Creek ,5/27/2024,2:01:00 PM,6B,Anton Schreder,Stream ,,,11/21/2024,1494,-64.031429,1.22E-01,-9.881161,2.62E-02,-5.391128,4.80E-02,,,
1529,Ted Creek ,10/13/2024,11:39:00 AM,6F,Anton Schreder ,Stream,,,11/22/2024,1529,-66.231668,1.91E-01,-8.619658,5.62E-02,-4.295539,2.01E-02,,,
1453,Umass Stadium,11/16/2024,1:27:00 PM,1,"RV, RC",Stream,,,12/3/2024,1453,-44.320956,1.04E+00,-5.698064,1.29E-01,-3.285339,6.99E-02,4 2Hck,,
1454,Umass Track,11/16/2024,1:32:00 PM,1,"RV, RC",Stream,,,12/3/2024,1454,-23.596607,7.69E-01,-0.346555,5.07E-02,-0.630123,5.62E-02,,,
1451,USFWS Parking Lot,11/16/2024,1:11:00 PM,1,"RV, RC",Stream,,,12/3/2024,1451,-31.158622,3.40E-01,-2.727472,1.04E-01,-1.802732,5.17E-02,,,
894,WET CENTER,4/3/2024,-,2,RC,Stream,manual grab samples,,5/21/2024,894,-57.4166,6.01E-01,-8.927104,8.96E-02,-4.612493,9.87E-02,,,
893,WET CENTER,4/3/2024,-,1,RC,Stream,manual grab samples,,5/21/2024,893,-57.324369,5.79E-01,-8.915765,1.14E-01,-4.780309,5.83E-02,,,
863,WET CENTER,4/11/2024,3:10:00 PM,1,CDG,Stream_Storm1,1; collected immediately,,5/7/2024,863,-61.818046,4.41E-01,-8.858566,9.18E-02,-4.559712,3.40E-02,,,
864,WET CENTER,4/11/2024,3:10:00 PM,2,CDG,Stream_Storm1,1; collected immediately,,5/7/2024,864,-62.304543,5.20E-01,-8.84843,2.65E-02,-4.640952,6.05E-02,,,
866,WET CENTER,4/11/2024,6:10:00 PM,2,CDG,Stream_Storm1,2; collected immediately,,5/7/2024,866,-62.020205,3.91E-01,-8.799019,1.25E-01,-4.691002,3.83E-02,,,
865,WET CENTER,4/11/2024,6:10:00 PM,1,CDG,Stream_Storm1,2; collected immediately,,5/7/2024,865,-61.0242,5.64E-01,-8.726802,1.18E-01,-4.694629,8.43E-02,,,
867,WET CENTER,4/11/2024,9:10:00 PM,1,CDG,Stream_Storm1,3; collected immediately,,5/7/2024,867,-60.018333,4.01E-01,-8.67739,3.56E-02,-4.631523,6.21E-02,,,
898,WET CENTER,4/11/2024,6:10:00 PM,1,"RV, RC",Stream_Storm1,"2; collected after two weeks, check evaporation potential",,5/21/2024,898,-54.675576,8.43E-01,-8.627262,5.30E-02,-4.575458,2.04E-02,4 2Hck,,
897,WET CENTER,4/11/2024,3:10:00 PM,1,"RV, RC",Stream_Storm1,"1; collected after two weeks, check evaporation potential",,5/21/2024,897,-54.609235,5.06E-01,-8.615924,6.80E-02,-4.738065,2.67E-02,,,
868,WET CENTER,4/11/2024,9:10:00 PM,2,CDG,Stream_Storm1,3; collected immediately,,5/7/2024,868,-58.547334,2.16E-01,-8.578567,4.78E-03,-4.687375,4.07E-02,,,
899,WET CENTER,4/11/2024,9:10:00 PM,1,"RV, RC",Stream_Storm1,"3; collected after two weeks, check evaporation potential",,5/21/2024,899,-53.877864,4.01E-01,-8.551672,6.58E-02,-4.415165,3.55E-02,,,
900,WET CENTER,4/12/2024,12:10:00 AM,1,"RV, RC",Stream_Storm1,"4; collected after two weeks, check evaporation potential",,5/21/2024,900,-51.913518,6.20E-01,-8.357657,1.01E-01,-4.113097,4.02E-02,,,
907,WET CENTER,4/12/2024,9:10:00 PM,1,"RV, RC",Stream_Storm1,"11; collected after two weeks, check evaporation potential",,5/21/2024,907,-50.999304,7.58E-01,-8.32868,9.81E-02,-3.958591,6.80E-02,,,
869,WET CENTER,4/12/2024,12:10:00 AM,1,CDG,Stream_Storm1,4; collected immediately,,5/7/2024,869,-59.344467,6.47E-01,-8.265628,5.91E-02,-4.520543,4.65E-02,,,
906,WET CENTER,4/12/2024,6:10:00 PM,1,"RV, RC",Stream_Storm1,"10; collected after two weeks, check evaporation potential",,5/21/2024,906,-49.918429,9.06E-02,-8.222854,6.96E-02,-3.916926,8.94E-02,,,
905,WET CENTER,4/12/2024,3:10:00 PM,1,"RV, RC",Stream_Storm1,"9; collected after two weeks, check evaporation potential",,5/21/2024,905,-49.45404,3.69E-01,-8.217815,7.82E-02,-3.888571,4.02E-02,,,
901,WET CENTER,4/12/2024,3:10:00 AM,1,"RV, RC",Stream_Storm1,"5; collected after two weeks, check evaporation potential",,5/21/2024,901,-50.347219,1.14E+00,-8.17666,1.15E-01,-4.05928,5.44E-02,"3 2Hck, 1svol",,
870,WET CENTER,4/12/2024,12:10:00 AM,2,CDG,Stream_Storm1,4; collected immediately,,5/9/2024,870,-58.368655,2.60E-01,-8.118142,4.05E-02,-4.292652,6.48E-02,,,
883,WET CENTER,4/12/2024,9:10:00 PM,1,CDG,Stream_Storm1,11; collected immediately,,5/9/2024,883,-56.550864,5.07E-01,-8.051299,9.52E-02,-4.544057,6.03E-02,,,
884,WET CENTER,4/12/2024,9:10:00 PM,2,CDG,Stream_Storm1,11; collected immediately,,5/9/2024,884,-54.966671,7.16E-02,-8.028598,1.04E-01,-4.40113,5.74E-02,,,
882,WET CENTER,4/12/2024,6:10:00 PM,2,CDG,Stream_Storm1,10; collected immediately,,5/9/2024,882,-57.032866,1.86E-01,-8.000852,3.00E-02,-4.471494,4.85E-02,,,
904,WET CENTER,4/12/2024,12:10:00 PM,1,"RV, RC",Stream_Storm1,"8; collected after two weeks, check evaporation potential",,5/21/2024,904,-47.894214,3.47E-01,-7.988524,7.52E-02,-3.856744,2.89E-02,,,
881,WET CENTER,4/12/2024,6:10:00 PM,1,CDG,Stream_Storm1,10; collected immediately,,5/9/2024,881,-57.338848,2.64E-01,-7.98698,4.13E-02,-4.494948,2.95E-02,,,
872,WET CENTER,4/12/2024,3:10:00 AM,2,CDG,Stream_Storm1,5; collected immediately,,5/9/2024,872,-57.825785,3.88E-01,-7.966801,8.80E-02,-4.263334,5.30E-02,,,
880,WET CENTER,4/12/2024,3:10:00 PM,2,CDG,Stream_Storm1,9; collected immediately,,5/9/2024,880,-56.922647,2.77E-01,-7.956711,3.84E-02,-4.644472,3.66E-02,,,
871,WET CENTER,4/12/2024,3:10:00 AM,1,CDG,Stream_Storm1,5; collected immediately,,5/9/2024,871,-53.528888,3.45E-01,-7.932749,7.50E-02,-4.186373,1.82E-02,,,
879,WET CENTER,4/12/2024,3:10:00 PM,1,CDG,Stream_Storm1,9; collected immediately,,5/9/2024,879,-56.899617,2.16E-01,-7.916354,5.26E-02,-4.659131,6.27E-02,,,
878,WET CENTER,4/12/2024,12:10:00 PM,2,CDG,Stream_Storm1,8; collected immediately,,5/9/2024,878,-54.626143,3.83E-01,-7.736005,9.98E-02,-4.546988,3.05E-02,,,
877,WET CENTER,4/12/2024,12:10:00 PM,1,CDG,Stream_Storm1,8; collected immediately,,5/9/2024,877,-53.729586,6.46E-01,-7.704476,4.87E-02,-4.416522,5.51E-02,,,
903,WET CENTER,4/12/2024,9:10:00 AM,1,"RV, RC",Stream_Storm1,"7; collected after two weeks, check evaporation potential",,5/21/2024,903,-44.267563,6.72E-01,-7.449313,1.43E-01,-3.725964,3.97E-02,1 svol,,
902,WET CENTER,4/12/2024,6:10:00 AM,1,"RV, RC",Stream_Storm1,"6; collected after two weeks, check evaporation potential",,5/21/2024,902,-43.952577,3.23E-01,-7.39514,5.25E-02,-3.742745,4.20E-02,,,
875,WET CENTER,4/12/2024,9:10:00 AM,1,CDG,Stream_Storm1,7; collected immediately,,5/9/2024,875,-50.103873,3.61E-01,-7.237841,8.63E-02,-4.122606,7.28E-02,,,
876,WET CENTER,4/12/2024,9:10:00 AM,2,CDG,Stream_Storm1,7; collected immediately,,5/9/2024,876,-47.669184,4.55E-01,-7.153342,7.51E-02,-4.117475,4.27E-02,,,
874,WET CENTER,4/12/2024,6:10:00 AM,2,CDG,Stream_Storm1,6; collected immediately,,5/9/2024,874,-48.011357,2.20E-01,-7.11929,5.26E-02,-3.983344,6.64E-02,,,
873,WET CENTER,4/12/2024,6:10:00 AM,1,CDG,Stream_Storm1,6; collected immediately,,5/9/2024,873,-51.275156,3.78E-01,-7.109201,3.07E-02,-3.731206,1.52E-02,,,
890,WET CENTER,4/13/2024,6:10:00 AM,2,CDG,Stream_Storm1,14; collected immediately,,5/21/2024,890,-52.277586,6.87E-01,-8.479861,4.79E-02,-4.764684,3.01E-02,"used LGR standards 1, 3, and 5 for samples 890-909",,
892,WET CENTER,4/13/2024,9:10:00 AM,2,CDG,Stream_Storm1,15; collected immediately,,5/21/2024,892,-48.869375,7.92E-01,-8.416869,1.23E-01,-4.615579,1.31E-01,pres,,
891,WET CENTER,4/13/2024,9:10:00 AM,1,CDG,Stream_Storm1,15; collected immediately,,5/21/2024,891,-45.243803,6.86E-01,-8.40679,8.22E-02,-4.725913,2.46E-02,,,
908,WET CENTER,4/13/2024,12:10:00 AM,1,"RV, RC",Stream_Storm1,"12; collected after two weeks, check evaporation potential",,5/21/2024,908,-51.424859,5.67E-01,-8.381594,1.02E-01,-4.075483,5.10E-02,,,
909,WET CENTER,4/13/2024,3:10:00 AM,1,"RV, RC",Stream_Storm1,"13; collected after two weeks, check evaporation potential",,5/21/2024,909,-52.285977,4.58E-01,-8.363395,5.39E-02,-4.874371,3.34E-02,,,
889,WET CENTER,4/13/2024,6:10:00 AM,1,CDG,Stream_Storm1,14; collected immediately,,5/9/2024,889,-57.644829,3.45E-01,-8.312363,7.06E-02,-4.545523,7.00E-02,,,
911,WET CENTER,4/13/2024,9:10:00 AM,1,"RV, RC",Stream_Storm1,"15; collected after two weeks, check evaporation potential",,5/23/2024,911,-60.346589,9.79E-01,-8.287367,1.21E-01,-4.460812,4.66E-02,4 2Hck,,
887,WET CENTER,4/13/2024,3:10:00 AM,1,CDG,Stream_Storm1,13; collected immediately,,5/9/2024,887,-58.508485,1.12E-01,-8.279572,5.33E-02,-4.355686,6.77E-02,,,
888,WET CENTER,4/13/2024,3:10:00 AM,2,CDG,Stream_Storm1,13; collected immediately,,5/9/2024,888,-59.097417,3.80E-01,-8.259394,3.53E-02,-4.469295,6.27E-02,,,
910,WET CENTER,4/13/2024,6:10:00 AM,1,"RV, RC",Stream_Storm1,"14; collected after two weeks, check evaporation potential",,5/23/2024,910,-60.685827,4.71E-01,-8.246993,2.89E-02,-4.464995,2.74E-02,,,
886,WET CENTER,4/13/2024,12:10:00 AM,2,CDG,Stream_Storm1,12; collected immediately,,5/9/2024,886,-58.409782,5.24E-01,-8.215252,1.15E-01,-4.345425,7.41E-02,,,
885,WET CENTER,4/13/2024,12:10:00 AM,1,CDG,Stream_Storm1,12; collected immediately,,5/9/2024,885,-58.271597,2.85E-01,-8.168589,7.67E-02,-4.469295,4.33E-02,,,
895,WET CENTER,4/24/2024,10:20:00 AM,1,"RV, RC",Stream,manual grab samples,,5/21/2024,895,-55.09304,8.85E-01,-8.681435,8.60E-02,-4.687142,1.01E-01,4 2Hck,,
896,WET CENTER,4/24/2024,10:20:00 AM,2,"RV, RC",Stream,manual grab samples,,5/21/2024,896,-54.96683,1.99E-01,-8.668837,4.01E-02,-4.761791,4.43E-02,,,
920,WET CENTER,5/30/2024,10:28:00 AM,2,"RV, RC",Stream,"Rained the morning of sampling. About 0.79""",,7/1/2024,920,-70.394087,4.01E-01,-10.423248,2.09E-02,-5.545885,3.61E-02,,,
919,WET CENTER,5/30/2024,10:28:00 AM,1,"RV, RC",Stream,"Rained the morning of sampling. About 0.79""",,7/1/2024,919,-70.399267,2.76E-01,-10.407866,4.84E-02,-5.529522,3.13E-02,,,
928,WET CENTER,6/3/2024,9:46:00 AM,1,"RV, RC, MN",Stream,collected immediately,,7/1/2024,928,-55.464946,3.58E-01,-8.600449,8.91E-02,-4.50933,6.26E-02,,,
927,WET CENTER,6/3/2024,9:46:00 AM,2,"RV, RC, MN",Stream,collected immediately,,7/1/2024,927,-54.750616,1.64E-01,-8.525147,6.32E-02,-4.460986,2.69E-02,,,
944,WET CENTER,6/5/2024,9:10:00 AM,1,"TN, CDG",Stream_Storm2,1; collected immediately,,7/9/2024,944,-52.511798,1.46E-01,-8.412886,3.28E-02,-4.049887,6.46E-02,,,
945,WET CENTER,6/5/2024,9:10:00 AM,2,"TN, CDG",Stream_Storm2,1; collected immediately,,7/9/2024,945,-53.428068,2.33E-01,-8.311626,7.94E-02,-4.142968,4.98E-02,,,
951,WET CENTER,6/5/2024,6:10:00 PM,2,"TN, CDG",Stream_Storm2,4; collected immediately,,7/9/2024,951,-53.737783,2.69E-01,-8.286113,7.48E-03,-4.471047,3.32E-02,3 fvol,,
946,WET CENTER,6/5/2024,12:10:00 PM,1,"TN, CDG",Stream_Storm2,2; collected immediately,,7/9/2024,946,-53.336698,1.08E-01,-8.168438,1.43E-02,-4.356888,6.57E-02,1 fvol,,
947,WET CENTER,6/5/2024,12:10:00 PM,2,"TN, CDG",Stream_Storm2,2; collected immediately,,7/9/2024,947,-52.958351,1.96E-01,-8.146024,3.15E-02,-4.357479,6.58E-02,,,
952,WET CENTER,6/5/2024,9:10:00 PM,1,"TN, CDG",Stream_Storm2,5; collected immediately,,7/9/2024,952,-53.201574,6.31E-01,-8.123873,4.42E-02,-4.991561,5.06E-02,,,
953,WET CENTER,6/5/2024,9:10:00 PM,2,"TN, CDG",Stream_Storm2,5; collected immediately,,7/9/2024,953,-52.949343,1.90E-01,-8.111215,5.25E-02,-5.145121,7.16E-02,,,
